city,2019,2020,2023,2020_change_rate,2023_change_rate,change,name
60,0.378933429,0.154186514,0.490048572,-0.224746915,0.335862058,d-u,哈尔滨市
61,0.306839065,0.013199514,0.425024692,-0.293639551,0.41182517799999996,d-u,齐齐哈尔市
62,0.300573171,0.099817657,0.260400574,-0.20075551399999997,0.160582917,d-u,鸡西市
63,0.196518864,0.035305678,0.156783403,-0.16121318599999998,0.12147772499999998,d-u,鹤岗市
64,0.167712034,0.02459539,0.157797726,-0.14311664400000002,0.133202336,d-u,双鸭山市
65,0.299489398,0.07990021,0.457012972,-0.21958918800000002,0.377112762,d-u,大庆市
66,0.16551433,0.0,0.307724111,-0.16551433,0.307724111,d-u,伊春市
67,0.286681819,0.018845148,0.373540368,-0.267836671,0.35469522000000003,d-u,佳木斯市
68,0.181586818,0.0,0.140899897,-0.181586818,0.140899897,d-u,七台河市
69,0.262172936,0.202627264,0.274913905,-0.05954567200000002,0.07228664100000001,d-u,牡丹江市
70,0.197565506,0.001346569,0.370122655,-0.196218937,0.368776086,d-u,黑河市
71,0.297864647,0.032636241,0.38638649,-0.26522840599999997,0.353750249,d-u,绥化市
72,0.184301625,0.0,0.114400534,-0.184301625,0.114400534,d-u,大兴安岭地区
73,0.523118804,0.504467139,0.496466819,-0.01865166500000004,-0.00800031999999995,s-s,上海市
74,0.651732317,0.635554216,0.617625392,-0.016178101000000056,-0.017928823999999954,s-s,南京市
75,0.481655071,0.512710664,0.558552623,0.031055592999999992,0.04584195899999999,s-s,无锡市
76,0.550541142,0.55008096,0.523385812,-0.0004601820000000867,-0.026695147999999946,s-s,徐州市
77,0.578491335,0.637239988,0.614552015,0.058748652999999984,-0.022687973000000028,u-s,常州市
78,0.459593359,0.501758166,0.486573963,0.042164807000000026,-0.015184203000000007,s-s,苏州市
79,0.543737922,0.518395645,0.587072485,-0.025342277000000024,0.06867683999999996,s-u,南通市
80,0.584528535,0.480866604,0.581229347,-0.10366193100000004,0.10036274299999998,d-u,连云港市
81,0.580375786,0.565992872,0.596392025,-0.014382913999999913,0.030399152999999957,s-s,淮安市
82,0.64616524,0.536924253,0.58525774,-0.10924098699999996,0.04833348699999995,d-s,盐城市
83,0.593276057,0.595660771,0.633557063,0.0023847140000000655,0.037896292,s-s,扬州市
84,0.484228609,0.644436884,0.56421103,0.160208275,-0.08022585400000004,u-d,镇江市
85,0.653544006,0.698593265,0.643795618,0.04504925900000001,-0.054797647000000005,s-d,泰州市
86,0.662890217,0.594973513,0.547037933,-0.06791670399999994,-0.04793557999999998,d-s,宿迁市
87,0.674225403,0.602508798,0.530384955,-0.07171660499999999,-0.07212384299999997,d-d,杭州市
88,0.654739119,0.650313694,0.591159765,-0.004425424999999983,-0.05915392900000005,s-d,宁波市
89,0.648978659,0.641406843,0.554610114,-0.007571816000000009,-0.0867967289999999,s-d,温州市
90,0.494843392,0.593709214,0.561104715,0.09886582199999999,-0.032604498999999953,u-s,嘉兴市
91,0.495163115,0.446614943,0.374713384,-0.048548172,-0.071901559,s-d,湖州市
92,0.397898929,0.510706761,0.499151604,0.112807832,-0.011555156999999983,u-s,绍兴市
93,0.609773283,0.646816691,0.597277563,0.037043408000000055,-0.04953912800000004,s-s,金华市
94,0.438383099,0.203084806,0.436519716,-0.235298293,0.23343491,d-u,衢州市
95,0.532352217,0.306587288,0.614644294,-0.225764929,0.30805700599999997,d-u,舟山市
96,0.554220544,0.638373356,0.587725547,0.08415281200000002,-0.05064780899999999,u-d,台州市
97,0.487634178,0.445887448,0.443582208,-0.041746729999999954,-0.0023052400000000417,s-s,丽水市
98,0.49143051,0.573602325,0.494112107,0.08217181499999998,-0.07949021799999995,u-d,合肥市
99,0.592320093,0.460223415,0.43551053,-0.13209667799999997,-0.024712885000000018,d-s,芜湖市
100,0.537898028,0.330894217,0.410977138,-0.20700381099999998,0.08008292100000003,d-u,蚌埠市
101,0.462207069,0.542963793,0.355072781,0.08075672399999995,-0.18789101199999997,u-d,淮南市
102,0.516201774,0.613818007,0.577839056,0.097616233,-0.03597895100000004,u-s,马鞍山市
103,0.313147121,0.172654866,0.202455658,-0.14049225499999998,0.02980079200000002,d-s,淮北市
104,0.514322356,0.419743068,0.310800292,-0.09457928799999998,-0.10894277600000002,d-d,铜陵市
105,0.429035613,0.242507495,0.323010603,-0.186528118,0.08050310800000002,d-u,安庆市
106,0.361464605,0.146290976,0.453888829,-0.215173629,0.307597853,d-u,黄山市
107,0.506225534,0.630170165,0.496766973,0.12394463099999997,-0.133403192,u-d,滁州市
