code,pname,value,id,POINT_X,POINT_Y,2019,2020,2023,2020_change_rate,2023_change_rate,change
210200,辽宁省,7012190.0,38,122.1991962,39.59951666,0.512694447,0.0,0.54612218,-0.512694447,0.54612218,d-u
210300,辽宁省,3823509.0,39,123.3689992,40.38842337,0.523602288,0.694690673,0.529359378,0.171088385,-0.165331295,u-d
210400,辽宁省,2242451.0,40,124.6557391,41.8338385,0.356069831,0.40862317,0.356397233,0.0525533389999999,-0.052225937,u-d
210500,辽宁省,1791973.0,41,125.2351822,41.29403249,0.377127077,0.043224017,0.420400905,-0.33390306,0.377176888,d-u
210600,辽宁省,2559167.0,42,124.3982395,40.54384382,0.502033919,0.276320758,0.330036182,-0.225713161,0.053715424,d-u
210700,辽宁省,3272769.0,43,121.1823363,41.28737874,0.533398245,0.60754651,0.507689427,0.074148265,-0.099857083,u-d
210800,辽宁省,2546959.0,44,122.4638265,40.3912799,0.546770537,0.52289784,0.565411674,-0.023872697,0.042513834,s-s
210900,辽宁省,1903575.0,45,121.9553,42.27925913,0.45532855,0.349246549,0.378886065,-0.1060820009999999,0.0296395159999999,d-s
211000,辽宁省,1960613.0,46,123.4093459,41.14549663,0.482833611,0.485098278,0.341636832,0.0022646669999999,-0.143461446,s-d
211100,辽宁省,1466418.0,47,121.9999563,41.07751968,0.545424786,0.310035924,0.452993776,-0.2353888619999999,0.142957852,d-u
211200,辽宁省,2856401.0,48,124.17065,42.64394641,0.339242776,0.587533666,0.429268034,0.24829089,-0.158265632,u-d
211300,辽宁省,3186942.0,49,120.0680099,41.39827914,0.560017612,0.393698662,0.408008734,-0.16631895,0.014310072,d-s
211400,辽宁省,2751391.0,50,120.1977503,40.6245976,0.557697535,0.43398595,0.565700838,-0.1237115849999999,0.131714888,d-u
220100,吉林省,9197037.0,51,125.7671389,44.38384432,0.401938944,0.480136918,0.439598341,0.078197974,-0.040538577,u-s
220200,吉林省,4636128.0,52,126.8433131,43.57978023,0.347657512,0.451613621,0.38116539,0.103956109,-0.070448231,u-d
220300,吉林省,2396271.0,53,124.4675866,43.57071964,0.40329914,0.274184116,0.461729042,-0.129115024,0.187544926,d-u
220400,吉林省,1223434.0,54,125.3055554,42.81090207,0.429095065,0.597297689,0.36835471,0.168202624,-0.228942979,u-d
220500,吉林省,2438663.0,55,125.9493904,41.95562711,0.442391829,0.260913921,0.382936228,-0.181477908,0.122022307,d-u
220600,吉林省,1352379.0,56,127.2851408,42.06903386,0.340225264,0.424209225,0.270417357,0.083983961,-0.153791868,u-d
220700,吉林省,3017327.0,57,123.878405,44.58780854,0.293632426,0.375923588,0.415255388,0.0822911619999999,0.0393318,u-s
220800,吉林省,2131347.0,58,123.0118956,45.34644957,0.249311372,0.01785882,0.185311181,-0.231452552,0.167452361,d-u
222400,吉林省,2380053.0,59,129.3863628,43.12003124,0.402193005,0.252339514,0.386652177,-0.149853491,0.134312663,d-u
230100,黑龙江省,11150717.0,60,127.9574753,45.63729337,0.378933429,0.154186514,0.490048572,-0.224746915,0.335862058,d-u
230200,黑龙江省,5623644.0,61,124.5458585,47.69986449,0.306839065,0.013199514,0.425024692,-0.293639551,0.4118251779999999,d-u
230300,黑龙江省,1950975.0,62,132.1661405,45.53484008,0.300573171,0.099817657,0.260400574,-0.2007555139999999,0.160582917,d-u
230400,黑龙江省,1110910.0,63,130.3782368,47.70875593,0.196518864,0.035305678,0.156783403,-0.1612131859999999,0.1214777249999999,d-u
230500,黑龙江省,1530297.0,64,132.4942942,46.39858799,0.167712034,0.02459539,0.157797726,-0.143116644,0.133202336,d-u
230600,黑龙江省,3041192.0,65,124.6996394,46.34685958,0.299489398,0.07990021,0.457012972,-0.219589188,0.377112762,d-u
230700,黑龙江省,1203804.0,66,129.2115013,47.81182503,0.16551433,0.0,0.307724111,-0.16551433,0.307724111,d-u
230800,黑龙江省,2685895.0,67,133.690069,47.86184247,0.286681819,0.018845148,0.373540368,-0.267836671,0.35469522,d-u
230900,黑龙江省,960009.0,68,131.0123837,45.85194838,0.181586818,0.0,0.140899897,-0.181586818,0.140899897,d-u
231000,黑龙江省,2935512.0,69,129.8880847,44.59627157,0.262172936,0.202627264,0.274913905,-0.059545672,0.072286641,d-u
231100,黑龙江省,1755444.0,70,126.9859024,49.26322384,0.197565506,0.001346569,0.370122655,-0.196218937,0.368776086,d-u
231200,黑龙江省,5687655.0,71,126.6454849,46.89348727,0.297864647,0.032636241,0.38638649,-0.2652284059999999,0.353750249,d-u
232700,黑龙江省,499778.0,72,124.2036324,52.32577199,0.184301625,0.0,0.114400534,-0.184301625,0.114400534,d-u
310000,上海市,24139287.0,73,121.4690652,31.24009326,0.523118804,0.504467139,0.496466819,-0.018651665,-0.0080003199999999,s-s
320100,江苏省,8393073.0,74,118.8425332,31.92763631,0.651732317,0.635554216,0.617625392,-0.016178101,-0.0179288239999999,s-s
320200,江苏省,6687999.0,75,120.3291946,31.68986842,0.481655071,0.512710664,0.558552623,0.0310555929999999,0.0458419589999999,s-s
320300,江苏省,8984796.0,76,117.5138827,34.26609477,0.550541142,0.55008096,0.523385812,-0.000460182,-0.0266951479999999,s-s
320400,江苏省,4815111.0,77,119.9346401,31.77853088,0.578491335,0.637239988,0.614552015,0.0587486529999999,-0.022687973,u-s
320500,江苏省,10971776.0,78,120.6516006,31.38133263,0.459593359,0.501758166,0.486573963,0.042164807,-0.015184203,s-s
320600,江苏省,7638316.0,79,121.0216297,32.18588122,0.543737922,0.518395645,0.587072485,-0.025342277,0.0686768399999999,s-u
320700,江苏省,4617257.0,80,119.1079519,34.62710324,0.584528535,0.480866604,0.581229347,-0.103661931,0.1003627429999999,d-u
320800,江苏省,5059158.0,81,118.9637737,33.35290544,0.580375786,0.565992872,0.596392025,-0.0143829139999999,0.0303991529999999,s-s
320900,江苏省,7611390.0,82,120.1829413,33.50904245,0.64616524,0.536924253,0.58525774,-0.1092409869999999,0.0483334869999999,d-s
321000,江苏省,4676958.0,83,119.4741723,32.73817486,0.593276057,0.595660771,0.633557063,0.002384714,0.037896292,s-s
321100,江苏省,3263982.0,84,119.4672106,32.06888291,0.484228609,0.644436884,0.56421103,0.160208275,-0.080225854,u-d
321200,江苏省,4847623.0,85,120.0567069,32.57135591,0.653544006,0.698593265,0.643795618,0.045049259,-0.054797647,s-d
321300,江苏省,4899338.0,86,118.5201887,33.78415428,0.662890217,0.594973513,0.547037933,-0.0679167039999999,-0.0479355799999999,d-s
330100,浙江省,9113627.0,87,119.4700253,29.90028508,0.674225403,0.602508798,0.530384955,-0.0717166049999999,-0.0721238429999999,d-d
330200,浙江省,7953633.0,88,121.4472793,29.75375415,0.654739119,0.650313694,0.591159765,-0.0044254249999999,-0.059153929,s-d
330300,浙江省,9570724.0,89,120.0285427,27.64614113,0.648978659,0.641406843,0.554610114,-0.007571816,-0.0867967289999999,s-d
330400,浙江省,4706801.0,90,120.8034184,30.61654308,0.494843392,0.593709214,0.561104715,0.0988658219999999,-0.0326044989999999,u-s
330500,浙江省,3034324.0,91,119.8687294,30.74435159,0.495163115,0.446614943,0.374713384,-0.048548172,-0.071901559,s-d
330600,浙江省,5184732.0,92,120.6364829,29.73515578,0.397898929,0.510706761,0.499151604,0.112807832,-0.0115551569999999,u-s
330700,浙江省,5618838.0,93,119.9521328,29.11825665,0.609773283,0.646816691,0.597277563,0.037043408,-0.049539128,s-s
330800,浙江省,2224014.0,94,118.6746565,28.93451169,0.438383099,0.203084806,0.436519716,-0.235298293,0.23343491,d-u
330900,浙江省,1137900.0,95,122.1419195,30.05888745,0.532352217,0.306587288,0.614644294,-0.225764929,0.3080570059999999,d-u
331000,浙江省,6265401.0,96,121.0066964,28.9017678,0.554220544,0.638373356,0.587725547,0.084152812,-0.0506478089999999,u-d
331100,浙江省,2223317.0,97,119.5117496,28.19934318,0.487634178,0.445887448,0.443582208,-0.0417467299999999,-0.00230524,s-s
340100,安徽省,7833347.0,98,117.3558011,31.76344209,0.49143051,0.573602325,0.494112107,0.0821718149999999,-0.0794902179999999,u-d
340200,安徽省,3718680.0,99,118.1346457,31.16267385,0.592320093,0.460223415,0.43551053,-0.1320966779999999,-0.024712885,d-s
340300,安徽省,3313110.0,100,117.3253875,33.10857421,0.537898028,0.330894217,0.410977138,-0.2070038109999999,0.080082921,d-u
340400,安徽省,3505361.0,101,116.7854057,32.41603156,0.462207069,0.542963793,0.355072781,0.0807567239999999,-0.1878910119999999,u-d
340500,安徽省,2307982.0,102,118.365129,31.63700142,0.516201774,0.613818007,0.577839056,0.097616233,-0.035978951,u-s
340600,安徽省,2180287.0,103,116.7394996,33.71951556,0.313147121,0.172654866,0.202455658,-0.1404922549999999,0.029800792,d-s
340700,安徽省,1635089.0,104,117.5617606,30.88982813,0.514322356,0.419743068,0.310800292,-0.0945792879999999,-0.108942776,d-d
340800,安徽省,4688301.0,105,116.4871753,30.57611986,0.429035613,0.242507495,0.323010603,-0.186528118,0.080503108,d-u
341000,安徽省,1425166.0,106,118.0710578,29.90664071,0.361464605,0.146290976,0.453888829,-0.215173629,0.307597853,d-u
341100,安徽省,4125192.0,107,118.1025513,32.54415582,0.506225534,0.630170165,0.496766973,0.1239446309999999,-0.133403192,u-d
341200,安徽省,7984731.0,108,115.7038008,32.91733856,0.559698027,0.474155973,0.309420102,-0.085542054,-0.164735871,d-d
341300,安徽省,5627463.0,109,117.2108217,33.85867649,0.423389991,0.573004725,0.394069695,0.1496147339999999,-0.17893503,u-d
341500,安徽省,4827568.0,110,116.2297296,31.66000371,0.33106763,0.385091546,0.289615091,0.054023916,-0.095476455,u-d
341600,安徽省,5079814.0,111,116.1806688,33.43545858,0.434228647,0.369194549,0.400530616,-0.065034098,0.031336067,d-s
341700,安徽省,1471591.0,112,117.3653206,30.28442927,0.526739857,0.160198643,0.38640665,-0.366541214,0.226208007,d-u
341800,安徽省,2659241.0,113,118.8522389,30.68624062,0.554087638,0.620145597,0.548149492,0.066057959,-0.071996105,u-d
350100,福建省,7462230.0,114,119.1585724,26.06381734,0.580203326,0.666806768,0.512741678,0.086603442,-0.15406509,u-d
350200,福建省,3693342.0,115,118.1160573,24.73842337,0.534224475,0.589118051,0.485916433,0.054893576,-0.103201618,u-d
350300,福建省,2915360.0,116,118.8802157,25.45571066,0.632620134,0.617376422,0.607781123,-0.0152437119999999,-0.009595299,s-s
350400,福建省,2626461.0,117,117.3959207,26.29867899,0.601099781,0.486803563,0.485504389,-0.114296218,-0.001299174,d-s
350500,福建省,8657793.0,118,118.2556892,25.21015634,0.524337055,0.58120481,0.591185249,0.0568677549999999,0.009980439,u-s
350600,福建省,5049756.0,119,117.4425084,24.36671548,0.476634731,0.527069123,0.488779556,0.0504343919999999,-0.0382895669999999,u-s
350700,福建省,2771123.0,120,118.1421265,27.33901888,0.499183883,0.300632628,0.569051869,-0.1985512549999999,0.268419241,d-u
350800,福建省,2687829.0,121,116.7386918,25.29283904,0.657437299,0.541256062,0.575946753,-0.116181237,0.0346906909999999,d-s
350900,福建省,2947019.0,122,119.46765,26.97738515,0.516706575,0.551613548,0.640986782,0.034906973,0.089373234,s-u
360100,江西省,5287609.0,123,116.0190358,28.64931419,0.473875458,0.536033075,0.467969694,0.0621576169999999,-0.0680633809999999,u-d
360200,江西省,1664337.0,124,117.2699585,29.30727815,0.340783805,0.121185491,0.2527276,-0.219598314,0.131542109,d-u
360300,江西省,1937344.0,125,113.9025314,27.51162446,0.551452057,0.475863175,0.305034711,-0.0755888819999999,-0.170828464,d-d
360400,江西省,4962240.0,126,115.452666,29.32176584,0.49431604,0.349363457,0.462743153,-0.144952583,0.113379696,d-u
360500,江西省,1190917.0,127,114.8525657,27.84520193,0.487933702,0.40441442,0.347666054,-0.083519282,-0.0567483659999999,d-d
360600,江西省,1180087.0,128,117.1086256,28.22397615,0.42152803,0.318375198,0.2526189,-0.1031528319999999,-0.065756298,d-d
360700,江西省,8773165.0,129,115.272968,25.70884414,0.486801338,0.291947741,0.503254417,-0.194853597,0.2113066759999999,d-u
360800,江西省,5043192.0,130,114.8246945,26.9736376,0.63352751,0.437588464,0.332390472,-0.1959390459999999,-0.105197992,d-d
360900,江西省,5683278.0,131,115.0191655,28.54798759,0.481596763,0.465044491,0.396189916,-0.0165522719999999,-0.068854575,s-d
361000,江西省,4101755.0,132,116.4343458,27.51000329,0.465960143,0.485178915,0.337566673,0.0192187719999999,-0.147612242,s-d
361100,江西省,6902588.0,133,117.9175469,28.76331198,0.630194398,0.541360192,0.512835482,-0.088834206,-0.02852471,d-s
370100,山东省,8506318.0,134,117.214758,36.63710369,0.536672354,0.65168358,0.561951425,0.115011226,-0.089732155,u-d
370200,山东省,9119336.0,135,120.1423736,36.45381324,0.56106454,0.620408048,0.542079359,0.0593435080000001,-0.078328689,u-d
370300,山东省,4736182.0,136,118.0533005,36.60772751,0.488068463,0.543787364,0.505906762,0.055718901,-0.037880602,u-s
370400,山东省,3917607.0,137,117.3932935,34.91596425,0.53829358,0.438170434,0.427867094,-0.100123146,-0.0103033399999999,d-s
370500,山东省,2125215.0,138,118.6015388,37.62220247,0.545150327,0.557429605,0.596418119,0.012279278,0.0389885139999999,s-s
370600,山东省,7298017.0,139,120.8002433,37.23709901,0.564412877,0.593018097,0.576918579,0.0286052199999999,-0.0160995179999999,s-s
370700,山东省,9559272.0,140,119.0711012,36.54564827,0.611741218,0.680966358,0.58949841,0.06922514,-0.091467948,u-d
370800,山东省,8469047.0,141,116.7349627,35.36850166,0.552486434,0.569192863,0.515383722,0.016706429,-0.053809141,s-d
370900,山东省,5764871.0,142,117.0258318,36.00098447,0.428409571,0.524594725,0.363622469,0.096185154,-0.160972256,u-d
371000,山东省,2937487.0,143,121.982989,37.12021299,0.461849652,0.581505431,0.469284931,0.1196557789999999,-0.1122204999999999,u-d
371100,山东省,2939185.0,144,119.1351101,35.58295534,0.467069332,0.335840991,0.416613236,-0.131228341,0.080772245,d-u
371300,山东省,10527665.0,145,118.2804686,35.30908739,0.718563417,0.718254824,0.539655778,-0.000308593,-0.1785990459999999,s-d
371400,山东省,5837846.0,146,116.6464057,37.2477231,0.54889288,0.579045329,0.430020821,0.030152449,-0.149024508,s-d
371500,山东省,6071636.0,147,115.880558,36.45851776,0.52627625,0.502300123,0.509384697,-0.0239761269999999,0.0070845739999999,s-s
371600,山东省,3928745.0,148,117.8376761,37.53162765,0.601382492,0.709591012,0.606218228,0.1082085199999999,-0.1033727839999999,u-d
371700,山东省,8736682.0,149,115.6924321,35.15043135,0.621190537,0.487316279,0.523061322,-0.133874258,0.0357450429999999,d-s
410100,河南省,9047384.0,150,113.4689766,34.62787112,0.549728255,0.640436092,0.526253456,0.0907078369999999,-0.114182636,u-d
410200,河南省,4921328.0,151,114.5354602,34.60395183,0.373117125,0.356466463,0.248323434,-0.0166506619999999,-0.108143029,s-d
410300,河南省,6897611.0,152,112.0311679,34.29106922,0.463491621,0.32038004,0.414239376,-0.143111581,0.093859336,d-u
410400,河南省,5131972.0,153,112.9629734,33.94085377,0.540270971,0.446597232,0.478687803,-0.0936737389999999,0.032090571,d-s
410500,河南省,5454768.0,154,114.6433447,35.47480729,0.54193837,0.614836729,0.440836027,0.0728983589999999,-0.1740007019999999,u-d
410600,河南省,1642450.0,155,114.3687924,35.63933761,0.480416225,0.327534854,0.316192674,-0.152881371,-0.0113421799999999,d-s
410700,河南省,5971666.0,156,114.0885382,35.26212749,0.51869896,0.486595684,0.435443994,-0.032103276,-0.0511516899999999,s-d
410800,河南省,3692371.0,157,113.1291004,35.11685597,0.471386348,0.410133228,0.390339492,-0.0612531199999999,-0.019793736,d-s
410900,河南省,3775953.0,158,115.1724918,35.8070103,0.671282165,0.411531366,0.505407731,-0.259750799,0.093876365,d-u
411000,河南省,4472454.0,159,113.7095601,34.07259161,0.455385445,0.25521144,0.336143297,-0.200174005,0.080931857,d-u
411100,河南省,2675692.0,160,113.8998845,33.65574646,0.545033633,0.405736333,0.422762884,-0.1392972999999999,0.017026551,d-s
411200,河南省,2352753.0,161,110.7733042,34.22540864,0.515643515,0.455876044,0.544881275,-0.059767471,0.089005231,d-u
411300,河南省,10786580.0,162,112.2845019,33.04274906,0.54592484,0.500136303,0.492111998,-0.0457885369999999,-0.008024305,s-s
411400,河南省,7740299.0,163,115.6982094,34.28842065,0.547913875,0.33232614,0.514657723,-0.215587735,0.182331583,d-u
411500,河南省,6398890.0,164,114.8838967,32.081181,0.509325199,0.320104759,0.421482328,-0.1892204399999999,0.101377569,d-u
411600,河南省,9382093.0,165,114.8777881,33.72175098,0.455891779,0.333668723,0.452854421,-0.122223056,0.119185698,d-u
411700,河南省,7572814.0,166,114.1508655,32.92337552,0.597989117,0.534620934,0.412169582,-0.063368183,-0.122451352,d-d
419001,河南省,709967.0,167,112.3918669,35.10028465,0.422671103,0.213047404,0.471715436,-0.209623699,0.258668032,d-u
420100,湖北省,10252936.0,168,114.3429581,30.62357271,0.458607062,0.54740631,0.425576252,0.0887992479999999,-0.1218300579999999,u-d
420200,湖北省,2551653.0,169,115.0252829,29.92682798,0.374578058,0.280421562,0.4097771,-0.0941564959999999,0.129355538,d-u
420300,湖北省,3505810.0,170,110.4420068,32.45611067,0.607605828,0.534273635,0.512553114,-0.0733321929999999,-0.0217205209999999,d-s
420500,湖北省,4248006.0,171,111.1351465,30.74698162,0.597299019,0.47529078,0.560833065,-0.122008239,0.0855422849999999,d-u
420600,湖北省,5761743.0,172,111.9367791,31.93081502,0.508122232,0.482859884,0.431591654,-0.0252623479999999,-0.05126823,s-d
420700,湖北省,1096650.0,173,114.939396,30.31248073,0.415608634,0.332764855,0.326373893,-0.0828437789999999,-0.006390962,d-s
420800,湖北省,3011574.0,174,112.6082606,31.06895909,0.586707859,0.463097428,0.579552834,-0.123610431,0.116455406,d-u
420900,湖北省,5048752.0,175,113.8792056,31.11825705,0.374738565,0.272727876,0.291113724,-0.102010689,0.018385848,d-s
421000,湖北省,5985734.0,176,112.6631991,29.85453893,0.636130412,0.501489006,0.491504505,-0.1346414059999999,-0.009984501,d-s
421100,湖北省,6478377.0,177,115.3397301,30.71586232,0.386360943,0.249775227,0.426381929,-0.136585716,0.176606702,d-u
421200,湖北省,2581605.0,178,114.175159,29.62364297,0.442182654,0.238617554,0.320503008,-0.2035651,0.0818854539999999,d-u
421300,湖北省,2271739.0,179,113.4240872,31.82837146,0.513288488,0.108448422,0.326501425,-0.404840066,0.218053003,d-u
422800,湖北省,3448470.0,180,109.5490264,30.19157151,0.458225464,0.232176928,0.516302522,-0.226048536,0.284125594,d-u
429004,湖北省,1234552.0,181,113.3750901,30.29012704,0.397542522,0.058470788,0.402280905,-0.339071734,0.343810117,d-u
429005,湖北省,981610.0,182,112.7560767,30.33904096,0.563269962,0.417907545,0.28175656,-0.145362417,-0.136150985,d-d
429006,湖北省,1477363.0,183,113.1116544,30.64490338,0.483807689,0.179594787,0.227890064,-0.3042129019999999,0.048295277,d-s
429021,湖北省,80104.0,351,110.4747428,31.59036868,0.468250722,0.0,0.016444582,-0.468250722,0.016444582,d-s
430100,湖南省,7395941.0,184,113.1530686,28.22690849,0.432096051,0.52090862,0.452592101,0.088812569,-0.068316519,u-d
430200,湖南省,4056018.0,185,113.5164338,27.11983518,0.442543165,0.42885921,0.421295049,-0.013683955,-0.007564161,s-s
430300,湖南省,2866500.0,186,112.5404638,27.70224085,0.480308148,0.312273549,0.409897409,-0.168034599,0.09762386,d-u
430400,湖南省,7482228.0,187,112.5743855,26.79436065,0.559752996,0.415774207,0.510030194,-0.1439787889999999,0.094255987,d-u
430500,湖南省,7411305.0,188,110.8746939,26.91362303,0.485457145,0.435238909,0.285872009,-0.0502182359999999,-0.1493669,d-d
430600,湖南省,5745100.0,189,113.2544875,29.0653122,0.40867055,0.451774739,0.385133487,0.0431041889999999,-0.0666412519999999,s-d
430700,湖南省,5991826.0,190,111.5195467,29.30011326,0.388843068,0.341515309,0.247878115,-0.047327759,-0.0936371939999999,s-d
430800,湖南省,1551047.0,191,110.5255853,29.39360373,0.045398852,0.000254959,0.053707809,-0.045143893,0.05345285,s-u
430900,湖南省,4528739.0,192,111.951003,28.57510964,0.391705888,0.363368115,0.226655966,-0.028337773,-0.136712149,s-d
431000,湖南省,4801944.0,193,113.1367444,25.81469595,0.412842409,0.353849635,0.25504817,-0.058992774,-0.0988014649999999,d-d
431100,湖南省,5456459.0,194,111.7294365,25.77465205,0.653310223,0.585479286,0.412105409,-0.0678309369999999,-0.173373877,d-d
431200,湖南省,4963860.0,195,110.0753731,27.54885027,0.459352514,0.442603555,0.259042793,-0.016748959,-0.183560762,s-d
431300,湖南省,3974582.0,196,111.2061696,27.85937945,0.401424278,0.210617522,0.489352618,-0.190806756,0.278735096,d-u
433100,湖南省,2674646.0,197,109.7269277,28.6946923,0.61582138,0.420870591,0.33401152,-0.1949507889999999,-0.086859071,d-d
440100,广东省,13329125.0,198,113.534913,23.35353765,0.544404144,0.549017858,0.457447648,0.0046137139999999,-0.09157021,s-d
440200,广东省,2967939.0,199,113.7745254,24.82050491,0.48461815,0.24282341,0.403728936,-0.24179474,0.160905526,d-u
440300,广东省,10829089.0,200,113.9694664,22.66192176,0.431167915,0.431539082,0.434815873,0.000371167,0.003276791,s-s
440400,广东省,1643140.0,201,113.2331956,22.14621552,0.37332353,0.451230664,0.47678474,0.0779071339999999,0.0255540759999999,u-s
440500,广东省,5648989.0,202,116.5764025,23.29456009,0.441445091,0.545062023,0.467526446,0.1036169319999999,-0.0775355769999999,u-d
440600,广东省,7522713.0,203,112.9444508,23.00640786,0.449566261,0.533890062,0.47173805,0.0843238009999999,-0.0621520119999999,u-d
440700,广东省,4667268.0,204,112.668483,22.29772662,0.471877237,0.560530619,0.481063358,0.088653382,-0.079467261,u-d
440800,广东省,7329219.0,205,110.3153565,20.4664191,0.431155215,0.504415784,0.402272647,0.073260569,-0.102143137,u-d
440900,广东省,6109030.0,206,110.9509804,22.01536935,0.562838132,0.290126258,0.286885421,-0.2727118739999999,-0.003240837,d-s
441200,广东省,4115077.0,207,112.2053493,23.53755271,0.374388025,0.23012542,0.263317077,-0.144262605,0.033191657,d-s
441300,广东省,4840007.0,208,114.4982324,23.24368647,0.404781701,0.457015776,0.384494832,0.0522340749999999,-0.0725209439999999,u-d
441400,广东省,4445146.0,209,116.0792072,24.20278157,0.366099059,0.129999972,0.232190945,-0.236099087,0.102190973,d-u
441500,广东省,3080528.0,210,115.5324429,23.01478049,0.386137455,0.213883741,0.299053318,-0.172253714,0.085169577,d-u
441600,广东省,3084243.0,211,114.9576599,24.04448717,0.330205371,0.295490477,0.348357655,-0.034714894,0.052867178,s-u
441700,广东省,2543439.0,212,111.7697497,22.04568024,0.48387663,0.247055029,0.224913775,-0.2368216009999999,-0.022141254,d-s
