node_id,layer_id,module_id
8,2,3
3,2,3
145,2,3
140,2,3
12,2,3
141,2,3
139,2,3
142,2,3
4,2,3
11,2,3
146,2,3
6,2,3
144,2,3
5,2,3
7,2,3
149,2,3
136,2,3
137,2,3
13,2,3
147,2,3
9,2,3
143,2,3
10,2,3
148,2,3
138,2,3
35,2,3
198,2,4
200,2,4
203,2,4
214,2,4
208,2,4
219,2,4
215,2,4
201,2,4
213,2,4
204,2,4
207,2,4
221,2,4
202,2,4
129,2,4
220,2,4
211,2,4
217,2,4
199,2,4
223,2,4
209,2,4
206,2,4
205,2,4
212,2,4
227,2,4
224,2,4
225,2,4
216,2,4
226,2,4
218,2,4
210,2,4
230,2,4
231,2,4
228,2,4
222,2,4
232,2,4
229,2,4
168,2,5
184,2,5
123,2,5
177,2,5
189,2,5
175,2,5
133,2,5
176,2,5
187,2,5
171,2,5
172,2,5
185,2,5
186,2,5
126,2,5
192,2,5
131,2,5
190,2,5
188,2,5
197,2,5
193,2,5
180,2,5
196,2,5
130,2,5
174,2,5
170,2,5
169,2,5
195,2,5
194,2,5
178,2,5
191,2,5
132,2,5
179,2,5
173,2,5
124,2,5
181,2,5
125,2,5
182,2,5
128,2,5
183,2,5
127,2,5
351,2,5
252,2,6
251,2,6
273,2,6
275,2,6
257,2,6
262,2,6
263,2,6
256,2,6
277,2,6
261,2,6
281,2,6
280,2,6
260,2,6
265,2,6
269,2,6
264,2,6
255,2,6
267,2,6
276,2,6
259,2,6
266,2,6
278,2,6
258,2,6
253,2,6
274,2,6
270,2,6
286,2,6
272,2,6
268,2,6
279,2,6
271,2,6
254,2,6
354,2,6
300,2,7
14,2,7
303,2,7
304,2,7
20,2,7
329,2,7
302,2,7
30,2,7
22,2,7
15,2,7
25,2,7
23,2,7
307,2,7
21,2,7
24,2,7
309,2,7
17,2,7
305,2,7
306,2,7
26,2,7
18,2,7
331,2,7
308,2,7
33,2,7
19,2,7
333,2,7
317,2,7
330,2,7
32,2,7
16,2,7
301,2,7
332,2,7
319,2,7
27,2,7
36,2,7
150,2,8
152,2,8
156,2,8
151,2,8
162,2,8
165,2,8
163,2,8
154,2,8
166,2,8
157,2,8
153,2,8
164,2,8
159,2,8
158,2,8
160,2,8
161,2,8
155,2,8
167,2,8
37,2,9
60,2,9
51,2,9
38,2,9
42,2,9
39,2,9
43,2,9
50,2,9
44,2,9
52,2,9
41,2,9
71,2,9
53,2,9
48,2,9
61,2,9
40,2,9
46,2,9
65,2,9
49,2,9
28,2,9
47,2,9
57,2,9
55,2,9
29,2,9
59,2,9
67,2,9
45,2,9
69,2,9
31,2,9
58,2,9
56,2,9
54,2,9
70,2,9
34,2,9
64,2,9
66,2,9
62,2,9
63,2,9
68,2,9
72,2,9
115,2,10
118,2,10
114,2,10
119,2,10
121,2,10
122,2,10
116,2,10
117,2,10
120,2,10
282,2,11
283,2,11
291,2,11
284,2,11
294,2,11
290,2,11
287,2,11
292,2,11
288,2,11
285,2,11
293,2,11
295,2,11
289,2,11
297,2,11
296,2,11
310,2,12
324,2,12
314,2,12
320,2,12
325,2,12
322,2,12
313,2,12
321,2,12
318,2,12
315,2,12
316,2,12
311,2,12
327,2,12
323,2,12
328,2,12
312,2,12
326,2,12
358,2,12
359,2,12
360,2,12
334,2,13
338,2,13
345,2,13
344,2,13
336,2,13
347,2,13
340,2,13
341,2,13
335,2,13
342,2,13
349,2,13
339,2,13
337,2,13
346,2,13
366,2,13
343,2,13
361,2,13
348,2,13
365,2,13
363,2,13
364,2,13
362,2,13
367,2,13
233,2,14
234,2,14
238,2,14
237,2,14
235,2,14
239,2,14
243,2,14
248,2,14
247,2,14
241,2,14
244,2,14
240,2,14
249,2,14
242,2,14
250,2,14
246,2,14
236,2,14
245,2,14
352,2,14
298,2,15
355,2,15
299,2,15
353,2,15
356,2,15
357,2,15
