node_id,layer_id,module_id
278,1,1
351,1,1
277,1,1
162,1,1
344,1,1
117,1,1
16,2,1
263,1,1
148,1,1
225,1,1
304,1,1
116,1,1
52,1,1
327,2,1
28,1,1
212,1,1
311,1,1
194,1,1
266,1,1
315,1,1
215,1,1
23,1,1
11,1,1
12,1,1
161,1,1
121,1,1
164,1,1
86,1,1
128,2,1
107,1,1
207,1,1
127,2,1
167,2,1
332,1,1
189,1,1
157,1,1
333,1,1
301,1,1
322,1,1
227,1,1
163,1,1
50,1,1
328,2,1
295,1,1
195,1,1
260,1,1
206,1,1
211,1,1
43,1,1
24,1,1
190,1,1
341,1,1
155,1,1
259,1,1
41,1,1
51,1,1
172,1,1
265,1,1
232,1,1
209,1,1
317,1,1
292,1,1
27,1,1
112,1,1
105,1,1
102,1,1
47,1,1
254,1,1
226,1,1
22,1,1
286,1,1
33,1,1
133,1,1
176,1,1
222,1,1
210,1,1
283,1,1
343,1,1
230,1,1
185,1,1
131,1,1
331,1,1
13,1,1
170,1,1
188,1,1
20,1,1
187,1,1
159,1,1
44,1,1
111,1,1
166,1,1
108,1,1
320,1,1
231,1,1
196,1,1
125,1,1
256,1,1
130,1,1
104,1,1
218,1,1
284,1,1
101,1,1
158,1,1
291,1,1
338,1,1
281,1,1
153,1,1
19,1,1
109,1,1
178,1,1
186,1,1
296,1,1
319,1,1
165,1,1
100,1,1
217,1,1
167,1,1
318,1,1
40,1,1
29,1,1
120,1,1
312,1,1
103,1,1
49,1,1
285,1,1
132,1,1
326,2,1
346,1,1
174,1,1
160,1,1
32,1,1
192,1,1
358,2,1
169,1,1
177,1,1
279,1,1
313,1,1
289,1,1
39,1,1
179,1,1
55,1,1
269,1,1
360,2,1
16,1,1
288,1,1
45,1,1
175,1,1
290,1,1
46,1,1
59,1,1
72,1,1
272,1,1
347,1,1
182,1,1
335,1,1
345,1,1
127,1,1
31,1,1
359,2,1
330,1,1
128,1,1
48,1,1
65,1,1
66,1,1
53,1,1
61,1,1
173,1,1
69,1,1
181,1,1
57,1,1
297,1,1
36,1,1
54,1,1
348,1,1
67,1,1
56,1,1
360,1,1
70,1,1
58,1,1
35,1,1
62,1,1
68,1,1
328,1,1
63,1,1
64,1,1
327,1,1
71,1,1
371,2,1
245,1,1
248,1,1
34,1,1
325,1,1
339,1,1
340,1,1
358,1,1
198,2,2
200,2,2
214,2,2
203,2,2
219,2,2
208,2,2
215,2,2
220,2,2
221,2,2
213,2,2
204,2,2
207,2,2
201,2,2
227,2,2
129,2,2
202,2,2
223,2,2
205,2,2
225,2,2
206,2,2
226,2,2
228,2,2
231,2,2
230,2,2
217,2,2
211,2,2
224,2,2
232,2,2
199,2,2
209,2,2
222,2,2
212,2,2
216,2,2
229,2,2
218,2,2
210,2,2
300,2,3
303,2,3
310,2,3
329,2,3
304,2,3
302,2,3
30,2,3
25,2,3
307,2,3
320,2,3
314,2,3
306,2,3
309,2,3
305,2,3
26,2,3
331,2,3
322,2,3
33,2,3
321,2,3
333,2,3
308,2,3
313,2,3
315,2,3
318,2,3
317,2,3
332,2,3
323,2,3
330,2,3
32,2,3
316,2,3
311,2,3
301,2,3
319,2,3
27,2,3
36,2,3
35,2,3
312,2,3
252,2,4
251,2,4
263,2,4
257,2,4
262,2,4
256,2,4
261,2,4
260,2,4
264,2,4
255,2,4
269,2,4
258,2,4
259,2,4
265,2,4
270,2,4
267,2,4
266,2,4
253,2,4
272,2,4
268,2,4
271,2,4
254,2,4
184,2,5
189,2,5
192,2,5
185,2,5
190,2,5
186,2,5
187,2,5
188,2,5
197,2,5
193,2,5
196,2,5
191,2,5
195,2,5
194,2,5
125,2,5
37,2,6
51,2,6
38,2,6
39,2,6
43,2,6
44,2,6
50,2,6
53,2,6
28,2,6
48,2,6
42,2,6
52,2,6
46,2,6
47,2,6
49,2,6
41,2,6
40,2,6
29,2,6
57,2,6
55,2,6
45,2,6
60,2,6
71,2,6
58,2,6
54,2,6
56,2,6
59,2,6
67,2,6
65,2,6
34,2,6
61,2,6
64,2,6
31,2,6
66,2,6
69,2,6
70,2,6
63,2,6
62,2,6
68,2,6
72,2,6
282,2,7
283,2,7
294,2,7
291,2,7
284,2,7
287,2,7
286,2,7
290,2,7
292,2,7
285,2,7
288,2,7
295,2,7
293,2,7
289,2,7
297,2,7
296,2,7
273,2,8
275,2,8
277,2,8
281,2,8
280,2,8
276,2,8
274,2,8
278,2,8
279,2,8
168,2,9
176,2,9
177,2,9
175,2,9
172,2,9
171,2,9
180,2,9
174,2,9
169,2,9
170,2,9
178,2,9
173,2,9
179,2,9
181,2,9
182,2,9
183,2,9
351,2,9
183,1,9
115,2,10
118,2,10
114,2,10
119,2,10
122,2,10
121,2,10
117,2,10
116,2,10
120,2,10
233,2,11
234,2,11
238,2,11
239,2,11
235,2,11
237,2,11
243,2,11
237,1,11
239,1,11
248,2,11
247,2,11
238,1,11
241,2,11
244,2,11
240,2,11
235,1,11
236,2,11
246,2,11
242,2,11
249,2,11
250,2,11
236,1,11
245,2,11
240,1,11
352,2,11
250,1,11
241,1,11
242,1,11
243,1,11
244,1,11
246,1,11
249,1,11
334,2,12
338,2,12
345,2,12
347,2,12
336,2,12
344,2,12
341,2,12
342,2,12
340,2,12
335,2,12
336,1,12
337,2,12
337,1,12
349,2,12
343,2,12
346,2,12
361,2,12
348,2,12
339,2,12
362,2,12
364,2,12
349,1,12
361,1,12
362,1,12
298,1,13
298,2,13
299,1,13
355,2,13
299,2,13
353,2,13
356,2,13
353,1,13
355,1,13
357,1,13
354,2,13
356,1,13
357,2,13
354,1,13
350,2,14
363,2,15
365,2,16
366,2,17
367,2,18
368,2,19
369,2,20
370,2,21
247,1,22
326,1,23
350,1,24
352,1,25
359,1,26
363,1,27
364,1,28
365,1,29
366,1,30
367,1,31
368,1,32
