city,2019,2020,2023,2020_change_rate,2023_change_rate,change,name
67,0.286681819,0.018845148,0.373540368,-93.42645862,1882.156723,d-u,佳木斯市
292,0.28293354,0.165880063,0.134561562,-41.37136834,-18.88020805,d-d,文山壮族苗族自治州
254,0.274969949,0.014845709,0.133987992,-94.60097038,802.536834,d-u,攀枝花市
293,0.268651857,0.062304095,0.30740619,-76.80861182,393.3964453,d-u,西双版纳傣族自治州
69,0.262172936,0.202627264,0.274913905,-22.71236418,35.6746864,d-u,牡丹江市
344,0.261753376,0.055782325,0.190169824,-78.68897592,240.9141229,d-u,伊犁哈萨克自治州
58,0.249311372,0.01785882,0.185311181,-92.83674072,937.645158,d-u,白城市
341,0.246881133,0.127755213,0.156323946,-48.2523385,22.36208788,d-u,阿克苏地区
358,0.242660212,0,0.004861807,-100,100,d-u,黄南藏族自治州
322,0.237140901,0.216182936,0.16387026,-8.837768985,-24.19833728,d-d,临夏回族自治州
246,0.219907867,0.710344632,0.240249114,223.0191997,-66.17851347,u-d,昌江黎族自治县
325,0.217688787,0.463803477,0.20660243,113.0580465,-55.45474749,u-d,海东市
238,0.21013677,0.012775513,0.275771232,-93.92038195,2058.592238,d-u,文昌市
70,0.197565506,0.001346569,0.370122655,-99.31841898,27386.34901,d-u,黑河市
359,0.19675767,0,0.015461015,-100,100,d-u,果洛藏族自治州
63,0.196518864,0.035305678,0.156783403,-82.03445853,344.0741883,d-u,鹤岗市
250,0.19009286,0.043006472,0.38659168,-77.37607188,798.9151214,d-u,琼中黎族苗族自治县
288,0.188340461,0.138326475,0.339705431,-26.55509376,145.5823666,d-u,普洱市
72,0.184301625,0,0.114400534,-100,100,d-u,大兴安岭地区
68,0.181586818,0,0.140899897,-100,100,d-u,七台河市
289,0.180376834,0,0.065953497,-100,100,d-u,临沧市
342,0.177618547,0.092624715,0.169863467,-47.85189015,83.38892271,d-u,喀什地区
64,0.167712034,0.02459539,0.157797726,-85.33474944,541.5744007,d-u,双鸭山市
66,0.16551433,0,0.307724111,-100,100,d-u,伊春市
245,0.141869771,0,0,-100,0,d-s,白沙黎族自治县
296,0.139720514,0,9.85E-05,-100,100,d-u,怒江傈僳族自治州
324,0.13856495,0.061330413,0.152603468,-55.73886975,148.8218496,d-u,西宁市
346,0.135281869,0.002862705,0.16515116,-97.88389603,5669.059683,d-u,阿勒泰地区
244,0.104249904,0.711458527,0.080706896,582.454851,-88.65613484,u-d,临高县
287,0.088488454,0.028276561,0.14974538,-68.04491465,429.5742293,d-u,丽江市
236,0.048069881,0,0.521819239,-100,100,d-u,五指山市
191,0.045398852,0.000254959,0.053707809,-99.4384021,20965.27285,d-u,张家界市
241,0.04144972,0.046978282,0.079015659,13.33799601,68.19614434,u-u,定安县
357,0.037135985,0.052025392,0.166411685,40.09428321,219.866278,u-u,阿里地区
360,0.001961646,0,0.07545808,-100,100,d-u,玉树藏族自治州
348,0.000767909,0.000340371,0.000461375,-55.6756074,35.55061976,d-u,阿拉尔市
350,0,0,0,0,0,s-s,中朝共有
352,0,0,0,0,0,s-s,三沙市
363,0,0,0,0,0,s-s,北屯市
364,0,0,0,0,0,s-s,铁门关市
365,0,0,0,0,0,s-s,双河市
366,0,0,0,0,0,s-s,可克达拉市
367,0,0,0,0,0,s-s,昆玉市
368,0,0,0,0,0,s-s,胡杨河市
369,0,0,0,0,0,s-s,台湾省
370,0,0,0,0,0,s-s,香港特别行政区
371,0,0,0,0,0,s-s,澳门特别行政区
