NodeID,weight_out,weight_in,POINT_X,POINT_Y
1,10.926855976385884,8.139490347197428,116.4122843,40.18554307
2,10.844670234692702,10.124602026308631,116.4122843,40.18554307
3,12.488553781733467,10.520742499680031,116.4122843,40.18554307
4,7.592877043879167,5.64138111971787,116.4122843,40.18554307
5,5.051672105175038,7.3210491731569425,116.4122843,40.18554307
6,11.64544692280705,10.00384400416609,116.4122843,40.18554307
7,10.014726328334252,7.261107052348854,116.4122843,40.18554307
8,10.649777968496755,7.675313069571355,116.4122843,40.18554307
9,9.810207686991268,16.33148071438156,116.4122843,40.18554307
10,3.615858904574561,4.943198539364681,116.4122843,40.18554307
11,8.482499563812814,7.365211818237204,116.4122843,40.18554307
12,7.704134667057493,4.256302030053378,116.4122843,40.18554307
13,6.612277672460619,6.539752118996759,116.4122843,40.18554307
14,11.171762769743294,7.951095081348259,116.4122843,40.18554307
15,5.888355137684802,7.752875664997687,116.4122843,40.18554307
16,5.108996342694607,4.696337431259859,116.4122843,40.18554307
17,7.238155427643889,8.461056834508183,116.4122843,40.18554307
18,5.770049205487424,10.087865184491136,116.4122843,40.18554307
19,4.2067939588021765,4.520156862128894,116.4122843,40.18554307
20,6.932229054695723,5.595063556898211,116.4122843,40.18554307
21,6.581074589388718,8.643492346430454,116.4122843,40.18554307
22,7.133671763739075,5.64445074136016,116.4122843,40.18554307
23,5.853212220863139,5.881391921725264,116.4122843,40.18554307
24,4.731295589404799,5.047367594011389,116.4122843,40.18554307
25,5.145435459958782,5.457431751823878,116.4122843,40.18554307
26,3.2603669665173403,3.4229076119359423,116.4122843,40.18554307
27,3.4339384009818033,3.4331977044485082,116.4122843,40.18554307
28,2.7860057763227717,3.3530404646417624,116.4122843,40.18554307
29,2.70587225304632,2.956134455725059,116.4122843,40.18554307
30,3.823555095897191,4.547290506915902,116.4122843,40.18554307
31,0.1339253498159119,0.06914090879891034,116.4122843,40.18554307
32,1.9333487660713595,2.0467630788388593,116.4122843,40.18554307
33,2.8422427902509537,3.1424792383438875,116.4122843,40.18554307
34,0.7922247319929909,0.2944011108862409,116.4122843,40.18554307
35,1.7666501155024426,0.7456482031222362,116.4122843,40.18554307
36,1.161114869086087,1.0435731760692328,116.4122843,40.18554307
37,9.287960347134351,6.060490961125211,116.4122843,40.18554307
38,0.0,7.04814107217664,116.4122843,40.18554307
39,7.024058145280709,4.269634609988126,116.4122843,40.18554307
40,4.3648300088680285,4.4764063939797465,116.4122843,40.18554307
41,1.6358806510053885,5.487365729835447,116.4122843,40.18554307
42,3.1118117483487224,5.441769027219809,116.4122843,40.18554307
43,6.49885023337923,6.408208581993619,116.4122843,40.18554307
44,5.3462439033207465,4.146873736784054,116.4122843,40.18554307
45,4.382969187788698,4.44990586581191,116.4122843,40.18554307
46,6.330216191629529,3.4673412805753205,116.4122843,40.18554307
47,5.001848576939658,5.960109002290436,116.4122843,40.18554307
48,4.577479805892297,3.567647453514937,116.4122843,40.18554307
49,3.53751323758881,3.5548784146241816,116.4122843,40.18554307
50,4.624488680412519,6.272164334901115,116.4122843,40.18554307
51,4.827532483354175,2.7659548454416196,116.4122843,40.18554307
52,4.86621368165465,3.9259396828403803,116.4122843,40.18554307
53,3.6066879153150224,3.6764602753506175,116.4122843,40.18554307
54,2.6714228663918775,2.89638108629552,116.4122843,40.18554307
55,3.338902019370074,2.8069140843496116,116.4122843,40.18554307
56,0.7654509593356914,1.587233544010054,116.4122843,40.18554307
57,1.4434368169009193,1.345015610868967,116.4122843,40.18554307
58,0.0455944346816014,0.49390097738477945,116.4122843,40.18554307
59,0.9968598936970801,1.0818825017742857,116.4122843,40.18554307
60,3.1747290343569174,1.733646137672283,116.4122843,40.18554307
61,0.44926487638575757,1.041322017503037,116.4122843,40.18554307
62,0.2756356715332736,0.29200769461768256,116.4122843,40.18554307
63,0.5888858898396717,0.03530581612471462,116.4122843,40.18554307
64,0.1869304149991484,0.0245953904088041,116.4122843,40.18554307
65,1.2538577157096271,0.3572204009577237,116.4122843,40.18554307
66,0.0,1.8262040547312157,116.4122843,40.18554307
67,0.2549853421749563,0.11985865314602388,116.4122843,40.18554307
68,0.0,0.36689320079999455,116.4122843,40.18554307
69,0.8454947136413599,0.8709497528667655,116.4122843,40.18554307
70,0.006920604409506001,0.288222928145645,116.4122843,40.18554307
71,0.9089024902170988,0.3445004570612939,116.4122843,40.18554307
