NodeID,weight_out,weight_in,POINT_X,POINT_Y
1,11.371244288959728,10.414696361309026,116.4122843,40.18554307
2,12.15465540869659,11.950734596051182,116.4122843,40.18554307
3,13.741273085087434,13.396106564018911,116.4122843,40.18554307
4,10.499733893599105,7.017115983077837,116.4122843,40.18554307
5,7.715346407095885,10.466900124046965,116.4122843,40.18554307
6,15.585687935150315,11.062721913413723,116.4122843,40.18554307
7,14.053521979703643,8.265308109285439,116.4122843,40.18554307
8,11.413767885108802,9.215294774865844,116.4122843,40.18554307
9,10.677824094663285,14.867188166554865,116.4122843,40.18554307
10,5.068169197991843,7.608898881062407,116.4122843,40.18554307
11,11.716835927213904,8.005495176047821,116.4122843,40.18554307
12,10.270811852615564,5.015517265796068,116.4122843,40.18554307
13,7.832676812077332,6.821493779927576,116.4122843,40.18554307
14,12.431600873263108,10.575475310349416,116.4122843,40.18554307
15,5.994931072510452,8.2968866849308,116.4122843,40.18554307
16,7.952443500245673,6.173500434472126,116.4122843,40.18554307
17,9.23441850859189,9.695463045827612,116.4122843,40.18554307
18,9.036602770617352,12.548791331675595,116.4122843,40.18554307
19,5.706781440825939,5.987265930843414,116.4122843,40.18554307
20,8.925786306112611,8.075822427483141,116.4122843,40.18554307
21,8.17684595720075,9.35245407652888,116.4122843,40.18554307
22,6.278078715163551,6.484301711962552,116.4122843,40.18554307
23,11.412267891684762,7.754354561051675,116.4122843,40.18554307
24,6.669237829762418,4.252933483496579,116.4122843,40.18554307
25,6.186184398891925,5.733183421409513,116.4122843,40.18554307
26,3.7978797508542352,3.288214207603708,116.4122843,40.18554307
27,2.608449445591305,3.637918753839562,116.4122843,40.18554307
28,4.406039790040905,4.383906141206741,116.4122843,40.18554307
29,4.157886468817355,4.768181791698722,116.4122843,40.18554307
30,4.689085824401345,5.952840243416173,116.4122843,40.18554307
31,0.5952750274285588,0.641430632800176,116.4122843,40.18554307
32,2.013974275443773,1.7654113445277964,116.4122843,40.18554307
33,3.4159756454819283,4.4678711414873105,116.4122843,40.18554307
34,1.7857084067894264,0.3843546263673048,116.4122843,40.18554307
35,1.8317733052776881,0.6029254710773324,116.4122843,40.18554307
36,5.273603466034559,3.599448250106451,116.4122843,40.18554307
37,9.683069660420273,8.321658247088875,116.4122843,40.18554307
38,7.6796385885684675,8.645281045673022,116.4122843,40.18554307
39,7.241542872222783,7.114538873943329,116.4122843,40.18554307
40,6.781629950100027,8.546866472561085,116.4122843,40.18554307
41,5.355860482168126,7.709827646760636,116.4122843,40.18554307
42,4.589357672564951,7.573789989748138,116.4122843,40.18554307
43,7.794114567571917,7.596324466098542,116.4122843,40.18554307
44,7.73419152109132,7.92475374741882,116.4122843,40.18554307
45,6.534624789346018,5.984453094807437,116.4122843,40.18554307
46,7.106364265892307,5.501767039433359,116.4122843,40.18554307
47,7.926669786587279,6.5806261524546406,116.4122843,40.18554307
48,6.714823734097922,7.227115192414352,116.4122843,40.18554307
49,5.400902597349049,5.76978087101181,116.4122843,40.18554307
50,6.707159186769199,8.64518444481806,116.4122843,40.18554307
51,6.448317221838279,6.050335800932972,116.4122843,40.18554307
52,5.93354119267691,6.229103755064961,116.4122843,40.18554307
53,4.786214882834738,3.135182962862001,116.4122843,40.18554307
54,5.416446893888122,3.025190669786348,116.4122843,40.18554307
